P26436	Q9NRM0
P18031	P52735
P18124	P31689
P18124	Q14103
P18146	Q9Y618
P18505	Q13536
P19086	P49798
P19174	Q07912
P19419	Q02447
P19784	Q14686
P19784	Q9Y230
P19793	P24462
P19793	Q99814
P19838	Q7L2E3
P20273	Q9HBG7
P20393	P35398
P20749	P38936
P20908	Q9UBG0
P21333	P31749
P21333	P62805
P21333	Q13163
P21333	Q13683
P21580	P23246
P21580	Q9Y6Q6
P21741	P30040
P21918	Q00887
P21918	Q96LB8
P22001	P48050
P22460	Q15700
P22694	Q9ULH0
P23246	Q9Y572
P23511	P37173
P23528	Q14978
P24468	Q5JY77
P25054	P52306
P25105	P29350
P25105	Q9Y2W1
P25205	Q9Y248
P25208	P61088
P25685	P49368
P25963	Q14469
P25963	Q9Y5J3
P26374	Q01968
P26436	Q9BTY7
P26641	P60842
P27361	P42224
P27448	Q96SB4
P27540	Q8N2W9
P27986	Q13017
P28065	Q00978
P28360	Q01094
P28482	Q15596
P28702	P43699
P29084	Q09472
P29374	Q9UQ80
P29376	P52333
P29475	Q14500
P29475	Q9P021
P29536	Q9BX67
P29966	Q15417
P30273	Q8IYL9
P30304	Q13362
P30305	Q7KZI7
P30305	Q96L34
P30307	Q9Y2J2
P31689	P51571
P31749	Q9NY61
P31930	Q96CW1
P31946	P60891
P31946	Q14831
P31946	Q15431
P31946	Q8TB36
P31946	Q96PE3
P31946	Q9H269
P31946	Q9UI32
P31946	Q9UJS0
P31946	Q9Y4J8
P32121	Q9H4B7
P32239	Q16288
P32780	Q15648
P33176	Q96F86
P33681	P51582
P33981	Q86XI2
P33992	P46527
P33992	Q13547
P35236	P46734
P35236	Q9HBH9
P35268	Q99471
P35568	Q86W92
P35659	Q92547
P35749	Q96AC1
P36873	Q9Y2U5
P37231	Q06455
P37275	Q4L180
P37840	Q13541
P38159	Q99873
P38398	Q5TKA1
P38646	Q16594
P40763	Q15654
P41221	Q9UEF7
P41279	Q15306
P41743	P53671
P42226	P48551
P42262	P60201
P42566	Q15843
P42677	P48643
P42684	Q16288
P42685	Q14289
P42768	Q6PIZ9
P43403	Q8TE67
P45984	P61978
P46108	P61586
P46934	Q05086
P46940	P51955
P48047	P62249
P48643	Q05639
P48729	Q13547
P49137	Q9BUB5
P49207	Q01085
P49418	Q96RU3
P49427	Q5XUX0
P49459	Q12888
P49591	P67775
P49721	P55072
P50570	Q92796
P51532	P63279
P51571	Q9NVI7
P51608	Q09028
P51884	Q92743
P51948	Q14207
P51955	Q8IX90
P51955	Q96BD8
P52333	P52630
P52564	Q12852
P53350	Q14691
P53355	Q07021
P53992	Q07002
P54253	Q13094
P54852	Q9BUF5
P55211	Q15750
P55268	Q14767
P56278	Q53GL0
P58107	Q16543
P60484	Q5T2W1
P60709	Q9NXR8
P60880	Q13224
P60880	Q9HBZ2
P61024	Q96H22
P61764	Q16799
P61978	Q02156
P61981	Q05586
P0DP23	Q92734
P0DP24	Q92734
P0DP25	Q92734
P0DP23	Q9Y6Q6
P0DP24	Q9Y6Q6
P0DP25	Q9Y6Q6
P62269	Q05639
P62829	P63165
P62829	Q13158
P62829	Q13200
P62851	Q01085
P62873	Q05639
P62873	Q13813
P62875	Q07020
P62899	Q13233
P62942	Q9BPZ7
P62993	Q9BZX2
P62995	Q86W92
P63027	Q8TAC9
P63104	P63241
P63104	Q9NQ66
P63244	Q05586
P63261	Q08211
P63261	Q9UBE8
P68032	Q06187
P68400	Q96KB5
P78352	Q7L266
P78527	Q92851
P81133	Q09472
P84022	Q13617
P98082	Q07912
P98175	Q13263
Q00535	Q13526
Q00537	Q13153
Q00537	Q13523
Q00613	Q13233
Q00887	Q9NQ94
Q00987	Q53EL6
Q01130	Q9Y5L0
Q01201	Q96F46
Q01826	Q9NRG0
Q02078	Q15759
Q04206	Q9UBE8
Q04724	Q9UBE8
Q04759	Q13191
P0DPH7	Q04759
P0DPH8	Q04759
Q04864	Q9BUF5
Q04900	Q96BY9
Q04912	Q8WU20
Q05193	Q13393
Q05193	Q9NR46
Q05195	Q99814
Q07889	Q8IWV7
Q07955	Q15427
Q08209	Q14643
Q08211	Q6NXT2
A7E2V4	Q9NRX4
Q09028	Q9P0W2
Q09472	Q8NHY2
Q09472	Q99593
Q09472	Q9NVC6
Q10587	Q16649
Q12791	Q15907
Q12840	Q9BRR3
Q12852	Q13233
Q12888	Q13224
Q12929	Q9ULV8
Q13009	Q9BYG4
Q13094	Q9Y2H0
Q13164	Q15418
Q13239	Q9NXR1
Q13285	Q92831
Q13309	Q86VP6
Q13315	Q8WVM7
Q13387	Q13554
Q13387	Q16849
Q13404	Q9C0K7
Q13547	Q9H7Z6
Q13568	Q16543
Q13618	Q9BZH6
Q14103	Q92900
Q14314	Q16581
Q14315	Q9UPX8
Q14449	Q15464
Q14515	Q9HCB6
Q14566	Q15645
Q14839	Q9P0W2
Q14919	Q15545
Q15642	Q9BYG5
Q15797	Q9Y6Q9
Q16594	Q8WYH8
Q16665	Q9H7Z6
Q16799	Q70YC5
Q32MZ4	Q9Y3R0
Q5TEJ8	Q9P0V8
Q6IB77	Q9GZZ7
Q6ICG6	Q8TEW0
Q6ICG6	Q92974
Q6P597	Q9Y2J2
Q6PL18	Q86XI2
Q6TCH4	Q9H313
Q70SY1	Q92793
Q71F23	Q86XI2
Q7Z4H7	Q9Y5K5
Q86YP4	Q8NHZ7
Q86YW5	Q9P1W8
Q8IVL0	Q9Y534
Q8IXH6	Q9BQS8
O00159	P62829
O00203	P63172
