O96020	Q8IZT6
P28347	P78347
P28482	Q16543
P28482	Q8WUF5
P28749	P30305
P31350	Q99856
P31947	Q15287
P31947	Q15560
P32121	P62834
P32246	P52790
P32248	P55774
P32455	Q13547
P32455	Q8TCB0
P32780	Q15185
P33992	Q92985
P33992	Q9BPX3
P35222	Q96PN7
P37231	Q02078
P39023	Q71UM5
P39687	P48729
P41226	Q96EQ8
P42224	Q09161
P42768	Q02156
P43307	Q9UNI1
P46736	Q14999
P48052	Q13536
P48741	P54652
P48788	Q8IX12
P49411	P61619
P0DP24	P49418
P0DP25	P49418
P49815	Q9H0H5
P50991	P78527
P51003	Q9BWT3
P51398	Q01201
P51617	Q7Z569
P51681	Q99062
P51693	Q8NHE4
P51790	Q9UHC3
P52735	Q13239
P53350	P67809
P54132	Q14680
P54274	Q14966
P54852	Q8WX93
P55081	Q5PRF9
P55199	Q15759
P55209	Q86UE4
P56279	Q9Y2V2
P57059	Q99683
P58182	Q99801
P58317	Q53GL7
P58317	Q86XR8
P58317	Q99471
P58317	Q9NRZ9
P60896	Q9P0W2
P61077	Q8WUM4
P61619	Q9H3Z4
P61970	Q99986
P61978	Q7Z434
P62191	P63261
P62714	Q13501
P63165	Q9UIG0
P63244	Q07021
P68400	Q13557
P78318	Q8TF05
P78508	Q06546
Q00987	Q6WCQ1
Q01082	Q99689
Q01484	Q14185
Q02080	Q09472
Q03001	Q9BZD4
Q03135	Q05513
Q03518	Q53G44
Q05655	Q9P1Z2
Q06546	Q92769
Q06547	Q99712
Q07021	Q16531
Q07666	Q9H2P0
Q09472	Q71U36
Q09472	Q9UMN6
Q12834	Q13415
Q12866	Q9GZY6
Q13023	Q9HBB8
Q13029	Q9Y6C7
Q13115	Q9BPZ7
Q13162	Q9P003
Q13315	Q96NY9
Q13367	Q9BWQ8
Q13428	Q9H3K6
Q13435	Q92522
Q13443	Q8WUM4
Q13523	Q6PKG0
Q13526	Q96J02
Q13616	Q4G0J3
Q14145	Q93009
Q15004	Q5TB30
Q15036	Q9NZV5
Q15036	Q9UL42
Q15633	Q9BTE0
Q16533	Q92994
Q5VTL8	Q86X29
Q5XUX1	Q8N3Y1
Q6P3W7	Q9P2K8
Q6PL18	Q9Y6C7
Q7Z3B3	Q9NVK5
Q86Z02	Q9NS56
Q8IVH8	Q9Y2W1
Q8IXH6	Q9GZQ8
O00160	Q9H2W1
Q8N4C6	Q9NRG4
Q8N6R0	Q92793
Q8ND76	Q9HC77
O00206	O43318
O00217	P30049
O00254	Q9BYB0
O00255	P49959
O00267	P19447
Q8TBC4	Q9UQ13
Q8TCG1	Q92616
Q8WUF5	Q9Y618
Q92800	Q9H5I1
Q92905	Q96EB6
Q92945	Q92973
Q96AC1	Q9HBL0
O00410	Q9UGP8
O00445	P31644
O00470	P35573
Q96FC9	Q96GM5
Q96HS1	Q9BQ83
Q96KB5	Q96T88
Q9BRK3	Q9UJT9
Q9BXL7	Q9UHD2
Q9BYH8	Q9Y618
O00541	Q08945
O00567	O94906
O00571	P50990
O00743	P36873
Q9H2X6	Q9Y6K9
Q9NQU5	Q9UQB8
Q9NR56	Q9NYF8
Q9UBU7	Q9UL03
Q9UJX6	Q9ULW0
O00762	Q9BS18
O14757	Q01813
O14757	Q14739
O14777	O75832
O14920	P02489
O14920	P23508
O14939	O95219
O14939	P61978
O14948	Q92793
O14957	P09669
O14964	P15514
O15069	Q99784
O15075	Q9Y243
O15090	Q9Y6N8
O15117	P32246
O15347	Q15398
O15350	Q8TDY2
O15372	Q92845
O15379	P29375
O15379	Q92908
O15399	P23634
O15446	Q16342
O15524	Q9NSE2
O15530	O95988
O43155	O43680
O43184	P01344
O43294	P06401
O43318	P09211
O43318	Q6PEY2
O43318	Q9Y6W6
O43557	Q8N5C8
O43623	Q12841
O43639	Q05655
O43639	Q9NQU5
O43707	P38646
O43719	P46776
O43736	P09038
O43823	Q12802
O43889	Q92560
O60220	P52333
O60248	P01160
O60260	P38398
O60268	Q9NWB1
O60333	P42261
O60333	Q9P0N8
O60568	Q04637
O75084	P63252
O75116	P62424
O75326	Q9UHI7
O75326	Q9ULD4
O75362	Q96DB2
O75400	Q86XP3
O75436	P52907
O75474	P19838
O75493	Q9NWF9
O75494	Q15393
O75628	Q86X27
O75771	P40692
O75792	Q9NSP4
O75973	O95665
O95302	Q92743
O95373	P12272
O95376	Q9Y3P9
O95478	Q16181
O95571	P38936
O95630	O95865
O95670	Q9HBZ2
O95741	Q2M2I8
O95793	Q86US8
O95831	P54132
O95831	Q13257
O96019	Q9H0H5
O96020	Q96MH2
O96028	P51955
O96028	Q16665
P00519	P05106
P00519	P07737
P00519	P42338
P00915	P21918
P01138	Q9NRF2
P01732	P26842
P02675	Q8N539
P02787	Q05193
P04053	Q14527
P04554	Q9NZ71
P04843	P63104
P05019	Q8WX77
P05106	P12318
P05109	P17066
P05129	P78348
P05161	Q8IUD6
P05388	P98175
P05412	P29466
P05455	P36578
P05997	Q9UBG0
P06400	Q15797
P07333	Q05655
P07437	P25786
P07437	Q9ULX6
P07814	Q9Y618
P07900	Q5QJE6
P07900	Q9H171
P07947	P32121
P09067	Q9UGM5
P09234	Q12834
P09486	P54852
P09496	Q07889
P0C0S5	Q2NKX8
P0CG48	P62891
P10145	P21673
P10244	P20265
P10275	Q9H3R0
P10415	P50613
P10415	Q9UHI6
P10523	P12272
P10911	P35398
P11021	P29460
P11021	Q15759
P11474	P56524
P11509	Q00889
P12110	Q9BZJ0
P12236	Q92538
P12829	P52961
P12931	Q07021
P12956	P30153
P12956	Q9UPT9
P13349	Q00587
P13500	P51684
P13501	Q8NHL6
P13611	Q6FHJ7
P13671	Q9ULD4
P14317	P29992
P14854	Q07020
P15374	P61081
P15822	Q9Y4B4
P15918	Q13255
P15923	Q9BZE0
P16333	Q96PV0
P17181	Q8N5C8
P17480	P39880
P17612	Q13061
P17812	Q53EZ4
P17858	P25942
P17947	P32121
P18085	Q9H0H5
P18124	P28482
P18583	Q8NHQ8
P19235	P52735
P19838	Q15831
P20226	P49459
P20290	P49427
P20290	Q9Y6C7
P20333	Q07912
P20645	Q15276
P21127	Q7L2H7
P21506	Q14204
P21580	Q92793
P22102	Q9BSJ8
P22362	Q99616
P23469	Q15349
P23560	P30990
P24522	P68400
P24941	Q9NY65
P25105	Q9UKJ1
P26368	P51608
P26641	Q96RP9
P26885	Q9H0L4
P27361	Q9NRZ9
P29034	Q13547
P29350	Q8IV61
P29992	Q2Y0W8
P30086	Q07812
P30273	Q9NX57
P31150	Q93045
P31151	Q9Y2U5
P31350	Q8N9N5
P31749	Q14676
P32121	Q14194
P32519	P52926
P33993	Q01105
P35221	Q9Y4G6
P38646	Q15208
P39880	Q9Y6D9
P41143	Q02952
P41235	P41240
P42331	Q02556
P42336	Q9UQR1
P42658	Q99689
P42681	P43405
P42858	P54253
P46013	Q7RTV3
P46060	Q8TD19
P46736	Q9H2X6
P47756	P81605
P49716	P53779
P50750	Q92966
P51532	Q6ZRS2
P61088	P78527
P63104	Q92569
Q07157	Q13554
Q12769	Q13561
Q12982	Q9UKI2
Q13285	Q6VMQ6
Q13901	Q15185
Q14185	Q2M1Z3
Q15796	Q8WUM0
Q6WCQ1	Q9Y230
Q7Z570	Q9Y4B4
Q86T24	Q99612
Q92598	Q9Y230
O00308	Q9Y297
Q99558	Q9NZL4
Q99727	Q9H306
Q9GZY0	Q9H4D5
Q9NVI1	Q9Y4W6
O14654	Q7Z7G1
O14828	Q9BRG2
O15027	P33778
O43257	P49427
O43283	Q13387
O43505	P14136
O43524	Q9Y6K9
O43920	O75438
O60641	Q9UPR5
O60674	P31751
O75044	Q9H4L5
O75326	Q9Y5X2
O75674	Q9NPH3
O75688	P36873
O75928	P49792
O76064	P13631
P01732	Q6PIZ9
P02511	P02686
P02538	P04264
P02545	P31689
P02545	Q9ULZ3
P03372	P30279
P04035	Q16850
P04083	Q13596
P05204	P30536
P05412	P08779
P06239	Q9UKJ1
P06703	Q96FQ6
P07949	P08514
P10914	P34931
P10914	Q01196
P11142	Q9BQG0
P11274	P17706
P12931	P24941
P14316	Q99626
P14316	Q99967
P14921	P45973
P17480	P39748
P17676	Q9H160
P19438	P25685
P19793	Q13094
P20591	P50570
P23469	P51452
P25063	P80511
P28223	Q9NWB1
P28360	Q9Y618
P29692	P63173
P31943	Q9UBI6
P35221	Q92997
P35226	Q6PGP7
P35590	Q12866
P40692	P46736
P46527	Q00987
P49768	P49840
P52565	Q9BST9
P52630	Q00987
P55884	Q9HBH9
P62136	Q08050
P63104	Q12873
P63261	Q9NQP4
Q00610	Q9NYL9
Q00653	Q14690
Q03701	Q09472
Q06455	Q14995
Q07912	Q96B97
Q08999	Q9Y230
Q09472	Q9UGL1
Q13114	Q9BYP7
Q13387	Q9GZZ7
Q13516	Q16653
Q13526	Q86WV6
Q14315	Q9BU40
Q15648	Q7LG56
Q4VCS5	Q93009
O00170	P81133
Q92750	Q96CX2
Q969G3	Q9NPJ4
Q96PV0	Q9Y2T3
Q9GZK3	Q9UI42
O00750	Q14155
Q9HAP2	Q9UQ35
Q9NQP4	Q9ULV4
Q9NRI5	Q9UQL6
Q9UHC6	Q9Y624
O14508	P61981
O14867	P53539
O14920	P05556
O15056	Q92974
O15069	P42658
O15111	Q9Y2G2
O15360	Q96KB5
O43526	Q9Y4K3
O43914	Q9Y5S1
O75530	Q9Y618
O75925	Q96BH1
O95996	Q9BVA1
O96019	Q9UK59
P00736	Q03135
P01133	P29317
P02545	Q9NXR1
P04350	Q9P2J5
P04626	P49798
P05129	Q02156
P05937	P31151
P06702	Q00610
P09471	P48547
P09651	P46781
P10523	P17813
P14921	P35398
P15169	Q9UDY6
P17643	Q03167
P18031	Q02078
P18509	P55957
P24534	P46776
P25445	Q8IUC6
P25445	Q92918
P29466	P46940
P33778	P39656
P34931	P63279
P39656	Q8IUF1
P40926	P54886
P42574	Q15149
P48047	Q8IX12
P51582	P55056
P51686	Q9Y4X3
P51787	P56696
P55268	Q09666
P56524	Q8N3F8
P56945	Q15149
P60709	Q13263
P61962	Q3ZCM7
P62826	P62993
P63279	Q13535
P98161	Q9HB71
Q00653	Q5ST30
Q02556	Q14653
Q04206	Q04726
Q04206	Q8IWZ3
Q04206	Q9UJF2
Q08050	Q86UE4
Q12834	Q8IX90
Q12866	Q8N720
Q13029	Q9Y468
Q13309	Q13352
Q13535	Q6PGP7
Q13561	Q13885
Q13761	Q8TAD8
Q13796	Q9H1R2
Q14012	Q6P2M8
Q14847	Q8N1L9
Q14974	Q8IY92
Q15170	Q969E4
Q16617	Q9Y228
Q8N8S7	Q8NFY4
Q8TDY2	Q9Y2U5
Q92608	Q9Y4K4
Q96EF0	Q96RT6
Q9BZD4	Q9C0D2
Q9H1R2	Q9NZM4
Q9H4M3	Q9Y297
Q9NXF7	Q9NZJ0
Q9P2N7	Q9Y4B6
Q9Y230	Q9Y6Q9
O14498	Q01453
O14576	Q99962
O14745	P78314
O14920	Q14318
O14920	Q9NW38
O14983	P13805
O15162	Q15139
O15304	P10301
O15530	P48048
O43295	Q14839
O43593	P08047
O43609	Q9GZY6
O60346	P42345
O60674	Q16829
O60684	P46783
O60880	Q9H6Q3
O60925	Q9ULV4
O75052	Q9P2M1
O75145	Q15052
O95976	P02746
P01106	Q8NBZ0
P01303	Q13572
P02545	Q00987
P02745	Q15399
P04440	Q8IYM9
P04637	P48443
P05067	P26006
P05106	Q13330
P05141	Q06830
P06213	P24723
P06493	P78347
P06733	P40763
P06734	P51689
P06748	P12830
P07766	P10721
P08069	Q7Z7G1
P10415	P35232
P10589	Q7Z3K3
P11021	P55735
P15056	P26373
P15498	P51955
P17812	Q00537
P19174	P35221
P21333	Q9UL15
P21579	Q05329
P22681	Q7L591
P23458	P31994
P24468	Q9UBK2
P28749	Q9UKL0
P29074	P47712
P29323	Q07954
P30049	Q9BW72
P30153	P62753
P35227	P51668
P35244	Q08050
P0DP24	P35612
P0DP25	P35612
P36956	Q02880
P42680	Q9Y5X1
P43686	Q9UQ80
P45974	P54252
P46782	Q92785
P47897	P62280
P48547	Q8TAC9
P49758	Q15906
P49789	Q8N2W9
P52294	Q15554
P55081	Q13627
P55957	Q8WXE1
P60604	Q96EY1
P61758	Q9UL15
Q00537	Q7Z460
Q02556	Q8WV28
Q06481	Q9Y5Q9
Q07020	Q12789
Q08211	Q9Y6K9
Q08379	Q9H2G9
Q09472	Q8TDY2
Q09472	Q96RG2
Q12840	Q9NZU7
Q13043	Q9BZK7
Q13291	Q9UKJ1
Q13387	Q96QZ7
Q13485	Q13873
Q15170	Q9Y4E8
Q15406	Q99728
Q15645	Q92820
Q3ZCQ8	Q9UNE7
Q8IZD9	Q9UPY6
O00257	P22314
Q92558	Q9Y4G6
O00329	P10275
O00487	O15144
Q9GZT8	Q9UNS2
Q9NQP4	Q9Y6U3
O14530	P25788
O14544	Q9UPX8
O14594	Q99689
O14757	Q05397
O14775	O95295
O14980	Q9NVI1
O15055	Q16625
O15151	Q96A00
O15169	Q9NSA3
O15294	P53041
O15442	Q96JN2
O15446	Q13428
O15530	Q92922
O43175	Q96CX2
O43184	Q9NR99
O60684	O75529
O60832	Q2NKX8
O75110	P16870
O75928	Q92481
O94776	P15172
O95405	P05412
O95630	Q8TEB7
O95841	Q16827
O96017	P42858
P01588	Q9NSE2
P02746	P0DMS8
P02746	P0DMS9
P02760	P04080
P05198	P20700
P05455	Q06710
P05556	Q6PIZ9
P05814	P35268
P0DMV8	P39019
P0DMV9	P39019
P08237	P26641
P08519	P13612
P08670	P49840
P09132	P63165
P09972	Q9H169
P10911	P55042
P11047	Q05682
P11362	P52630
P11509	P14920
P12883	Q8N4L8
P15498	Q9UQ16
P17275	Q92831
P21802	Q9Y2R2
P25440	Q9NQX5
P25774	Q53QZ3
P26640	Q86UP2
P27695	P40937
P27986	P28827
P28062	P31358
